Formula,SMILES,Tot_atoms,Tot_nH_atoms,Dataset_no,Molecular_weight,IUPAC_chemname,Metalloid,EPISUITE,InChI_Code,InChI_Key,Boiling_Point,BP_basis,EPIsuite_output,MP,Basis,Life
C4H10BrP,CPC(CBr)C,16,6,8817,169.002,(1-bromopropan-2-yl)(methyl)phosphane,N,CPC(CBr)C,"InChI=1S/C4H10BrP/c1-4(3-5)6-2/h4,6H,3H2,1-2H3",InChIKey=LRYGNOBCYUPKMD-UHFFFAOYSA-N,127.11,Pr,   127.11(BP est)    -58.98(MP est)      ----(BP exp)      ----(MP exp)  CPC(CBr)C ,-58.98,Pred,N
C4H10BrP,CPC(CC)Br,16,6,8818,169.002,(1-bromopropyl)(methyl)phosphane,N,CPC(CC)Br,"InChI=1S/C4H10BrP/c1-3-4(5)6-2/h4,6H,3H2,1-2H3",InChIKey=QTZFIPMPCMABQK-UHFFFAOYSA-N,127.11,Pr,   127.11(BP est)    -58.98(MP est)      ----(BP exp)      ----(MP exp)  CPC(CC)Br ,-58.98,Pred,N
C4H10BrP,BrC(C)(CP)C,16,6,8819,169.002,(2-bromo-2-methylpropyl)phosphane,N,BrC(C)(CP)C,"InChI=1S/C4H10BrP/c1-4(2,5)3-6/h3,6H2,1-2H3",InChIKey=XSAYWGROSGDLPD-UHFFFAOYSA-N,137.65,Pr,   137.65(BP est)    -39.01(MP est)      ----(BP exp)      ----(MP exp)  BrC(C)(CP)C ,-39.01,Pred,N
C4H10BrP,BrC(CC)(P)C,16,6,8820,169.002,(2-bromobutan-2-yl)phosphane,N,BrC(CC)(P)C,"InChI=1S/C4H10BrP/c1-3-4(2,5)6/h3,6H2,1-2H3",InChIKey=HCOFJRAWTHWPCY-UHFFFAOYSA-N,137.65,Pr,   137.65(BP est)    -39.01(MP est)      ----(BP exp)      ----(MP exp)  BrC(CC)(P)C ,-39.01,Pred,N
C4H10BrP,BrC(CC)CP,16,6,8821,169.002,(2-bromobutyl)phosphane,N,BrC(CC)CP,"InChI=1S/C4H10BrP/c1-2-4(5)3-6/h4H,2-3,6H2,1H3",InChIKey=IQMRMOPDTMWRFF-UHFFFAOYSA-N,146.53,Pr,   146.53(BP est)    -45.13(MP est)      ----(BP exp)      ----(MP exp)  BrC(CC)CP ,-45.13,Pred,N
C4H10BrP,CCPCCBr,16,6,8822,169.002,(2-bromoethyl)(ethyl)phosphane,N,CCPCCBr,"InChI=1S/C4H10BrP/c1-2-6-4-3-5/h6H,2-4H2,1H3",InChIKey=LBIFAWHBXIDDBC-UHFFFAOYSA-N,140.8,Pr,   140.80(BP est)    -47.48(MP est)      ----(BP exp)      ----(MP exp)  CCPCCBr ,-47.48,Pred,N
C4H10BrP,CP(CCBr)C,16,6,8823,169.002,(2-bromoethyl)dimethylphosphane,N,CP(CCBr)C,"InChI=1S/C4H10BrP/c1-6(2)4-3-5/h3-4H2,1-2H3",InChIKey=UZLWRVLGIAKTRR-UHFFFAOYSA-N,141.7,Pr,   141.70(BP est)    -47.91(MP est)      ----(BP exp)      ----(MP exp)  CP(CCBr)C ,-47.91,Pred,N
C4H10BrP,CPC(C)(C)Br,16,6,8824,169.002,(2-bromopropan-2-yl)(methyl)phosphane,N,CPC(C)(C)Br,"InChI=1S/C4H10BrP/c1-4(2,5)6-3/h6H,1-3H3",InChIKey=OMJQMLXWEXERPZ-UHFFFAOYSA-N,117.93,Pr,   117.93(BP est)    -52.95(MP est)      ----(BP exp)      ----(MP exp)  CPC(C)(C)Br ,-52.95,Pred,N
C4H10BrP,CPCC(C)Br,16,6,8825,169.002,(2-bromopropyl)(methyl)phosphane,N,CPCC(C)Br,"InChI=1S/C4H10BrP/c1-4(5)3-6-2/h4,6H,3H2,1-2H3",InChIKey=OAWZOZTXNHXXDB-UHFFFAOYSA-N,127.11,Pr,   127.11(BP est)    -58.98(MP est)      ----(BP exp)      ----(MP exp)  CPCC(C)Br ,-58.98,Pred,N
C4H10BrP,CC(CP)CBr,16,6,8826,169.002,(3-bromo-2-methylpropyl)phosphane,N,CC(CP)CBr,"InChI=1S/C4H10BrP/c1-4(2-5)3-6/h4H,2-3,6H2,1H3",InChIKey=ZXAIGMBQDQHFQO-UHFFFAOYSA-N,146.53,Pr,   146.53(BP est)    -45.13(MP est)      ----(BP exp)      ----(MP exp)  CC(CP)CBr ,-45.13,Pred,N
C4H10BrP,CC(P)C(C)Br,16,6,8827,169.002,(3-bromobutan-2-yl)phosphane,N,CC(P)C(C)Br,"InChI=1S/C4H10BrP/c1-3(5)4(2)6/h3-4H,6H2,1-2H3",InChIKey=ZGMLKCSGEZMYAZ-UHFFFAOYSA-N,132.98,Pr,   132.98(BP est)    -56.58(MP est)      ----(BP exp)      ----(MP exp)  CC(P)C(C)Br ,-56.58,Pred,N
C4H10BrP,BrC(C)CCP,16,6,8828,169.002,(3-bromobutyl)phosphane,N,BrC(C)CCP,"InChI=1S/C4H10BrP/c1-4(5)2-3-6/h4H,2-3,6H2,1H3",InChIKey=LHGZZRBGOQQMRZ-UHFFFAOYSA-N,146.53,Pr,   146.53(BP est)    -45.13(MP est)      ----(BP exp)      ----(MP exp)  BrC(C)CCP ,-45.13,Pred,N
C4H10BrP,CPCCCBr,16,6,8829,169.002,(3-bromopropyl)(methyl)phosphane,N,CPCCCBr,"InChI=1S/C4H10BrP/c1-6-4-2-3-5/h6H,2-4H2,1H3",InChIKey=IQUCZUIMJDADNQ-UHFFFAOYSA-N,140.8,Pr,   140.80(BP est)    -47.48(MP est)      ----(BP exp)      ----(MP exp)  CPCCCBr ,-47.48,Pred,N
C4H10BrP,CC(P)CCBr,16,6,8830,169.002,(4-bromobutan-2-yl)phosphane,N,CC(P)CCBr,"InChI=1S/C4H10BrP/c1-4(6)2-3-5/h4H,2-3,6H2,1H3",InChIKey=BTOAZWKNOCVPBH-UHFFFAOYSA-N,146.53,Pr,   146.53(BP est)    -45.13(MP est)      ----(BP exp)      ----(MP exp)  CC(P)CCBr ,-45.13,Pred,N
C4H10BrP,BrCCCCP,16,6,8831,169.002,(4-bromobutyl)phosphane,N,BrCCCCP,"InChI=1S/C4H10BrP/c5-3-1-2-4-6/h1-4,6H2",InChIKey=PBILJAUDZRZKLD-UHFFFAOYSA-N,159.75,Pr,   159.75(BP est)    -33.77(MP est)      ----(BP exp)      ----(MP exp)  BrCCCCP ,-33.77,Pred,N
C4H10BrP,CP(CC)CBr,16,6,8832,169.002,(bromomethyl)(ethyl)(methyl)phosphane,N,CP(CC)CBr,"InChI=1S/C4H10BrP/c1-3-6(2)4-5/h3-4H2,1-2H3",InChIKey=BLAHAXKJXOXCAB-UHFFFAOYSA-N,141.7,Pr,   141.70(BP est)    -47.91(MP est)      ----(BP exp)      ----(MP exp)  CP(CC)CBr ,-47.91,Pred,N
C4H10BrP,BrCPC(C)C,16,6,8833,169.002,(bromomethyl)(isopropyl)phosphane,N,BrCPC(C)C,"InChI=1S/C4H10BrP/c1-4(2)6-3-5/h4,6H,3H2,1-2H3",InChIKey=VOTMGQOYBRAKJX-UHFFFAOYSA-N,127.11,Pr,   127.11(BP est)    -58.98(MP est)      ----(BP exp)      ----(MP exp)  BrCPC(C)C ,-58.98,Pred,N
C4H10BrP,BrCPCCC,16,6,8834,169.002,(bromomethyl)(propyl)phosphane,N,BrCPCCC,"InChI=1S/C4H10BrP/c1-2-3-6-4-5/h6H,2-4H2,1H3",InChIKey=UREHKKSTEOHCCT-UHFFFAOYSA-N,140.8,Pr,   140.80(BP est)    -47.48(MP est)      ----(BP exp)      ----(MP exp)  BrCPCCC ,-47.48,Pred,N
C2HBrFOP,O=PC(Br)=CF,7,6,8952,170.905,(1-bromo-2-fluorovinyl)(oxo)phosphane,N,O=PC(Br)=CF,InChI=1S/C2HBrFOP/c3-2(1-4)6-5/h1H,InChIKey=WSUKIKYQLCCVLS-UHFFFAOYSA-N,162.34,Pr,   162.34(BP est)    -36.01(MP est)      ----(BP exp)      ----(MP exp)  O=PC(Br)=CF ,-36.01,Pred,N
C2HBrFOP,O=PC(F)=CBr,7,6,8953,170.905,(2-bromo-1-fluorovinyl)(oxo)phosphane,N,O=PC(F)=CBr,InChI=1S/C2HBrFOP/c3-1-2(4)6-5/h1H,InChIKey=MSEKAZBGSKPXTH-UHFFFAOYSA-N,162.34,Pr,   162.34(BP est)    -36.01(MP est)      ----(BP exp)      ----(MP exp)  O=PC(F)=CBr ,-36.01,Pred,N
C2HBrFOP,O=PC=C(Br)F,7,6,8954,170.905,(2-bromo-2-fluorovinyl)(oxo)phosphane,N,O=PC=C(Br)F,InChI=1S/C2HBrFOP/c3-2(4)1-6-5/h1H,InChIKey=AYRNBAFPPJKKHZ-UHFFFAOYSA-N,162.34,Pr,   162.34(BP est)    -36.01(MP est)      ----(BP exp)      ----(MP exp)  O=PC=C(Br)F ,-36.01,Pred,N
C2H4BrO2P,O=P(C(Br)=C)O,10,6,8955,170.93,(1-bromovinyl)phosphinic acid,N,O=P(C(Br)=C)O,"InChI=1S/C2H4BrO2P/c1-2(3)6(4)5/h6H,1H2,(H,4,5)",InChIKey=OPBWMFOZOWYJRS-UHFFFAOYSA-N,239.65,Pr,   239.65(BP est)     10.15(MP est)      ----(BP exp)      ----(MP exp)  O=P(C(Br)=C)O ,10.15,Pred,N
C2H4BrO2P,O=P(C=CBr)O,10,6,8956,170.93,(2-bromovinyl)phosphinic acid,N,O=P(C=CBr)O,"InChI=1S/C2H4BrO2P/c3-1-2-6(4)5/h1-2,6H,(H,4,5)",InChIKey=VBQUMTIQGJPZJV-UHFFFAOYSA-N,251.27,Pr,   251.27(BP est)     18.87(MP est)      ----(BP exp)      ----(MP exp)  O=P(C=CBr)O ,18.87,Pred,N
C2H4BrO2P,O=P1(O)C(Br)C1,10,6,8957,170.93,2-bromo-1-hydroxyphosphirane 1-oxide,N,O=P1(O)C(Br)C1,"InChI=1S/C2H4BrO2P/c3-2-1-6(2,4)5/h2H,1H2,(H,4,5)",InChIKey=ZFGPOZKPJODCHJ-UHFFFAOYSA-N,245.61,Pr,   245.61(BP est)     22.30(MP est)      ----(BP exp)      ----(MP exp)  O=P1(O)C(Br)C1 ,22.3,Pred,N
C3H5BrFP,PC(C=C)(Br)F,11,6,8958,170.949,(1-bromo-1-fluoroallyl)phosphane,N,PC(C=C)(Br)F,"InChI=1S/C3H5BrFP/c1-2-3(4,5)6/h2H,1,6H2",InChIKey=PXFMYSIJVSVBAG-UHFFFAOYSA-N,115.18,Pr,   115.18(BP est)    -51.79(MP est)      ----(BP exp)      ----(MP exp)  PC(C=C)(Br)F ,-51.79,Pred,N
C3H5BrFP,PC(Br)C(F)=C,11,6,8959,170.949,(1-bromo-2-fluoroallyl)phosphane,N,PC(Br)C(F)=C,"InChI=1S/C3H5BrFP/c1-2(5)3(4)6/h3H,1,6H2",InChIKey=HTYFRFFEHJHUAH-UHFFFAOYSA-N,118.07,Pr,   118.07(BP est)    -66.64(MP est)      ----(BP exp)      ----(MP exp)  PC(Br)C(F)=C ,-66.64,Pred,N
C3H5BrFP,CPC(Br)=CF,11,6,8960,170.949,(1-bromo-2-fluorovinyl)(methyl)phosphane,N,CPC(Br)=CF,"InChI=1S/C3H5BrFP/c1-6-3(4)2-5/h2,6H,1H3",InChIKey=IZLUFQBXQZDVMG-UHFFFAOYSA-N,121.01,Pr,   121.01(BP est)    -68.12(MP est)      ----(BP exp)      ----(MP exp)  CPC(Br)=CF ,-68.12,Pred,N
C3H5BrFP,PC(Br)C=CF,11,6,8961,170.949,(1-bromo-3-fluoroallyl)phosphane,N,PC(Br)C=CF,"InChI=1S/C3H5BrFP/c4-3(6)1-2-5/h1-3H,6H2",InChIKey=PUWZQJJZRKLWDS-UHFFFAOYSA-N,133.17,Pr,   133.17(BP est)    -56.91(MP est)      ----(BP exp)      ----(MP exp)  PC(Br)C=CF ,-56.91,Pred,N
C3H5BrFP,FCPC(Br)=C,11,6,8962,170.949,(1-bromovinyl)(fluoromethyl)phosphane,N,FCPC(Br)=C,"InChI=1S/C3H5BrFP/c1-3(4)6-2-5/h6H,1-2H2",InChIKey=TVOGTKIGPDIETH-UHFFFAOYSA-N,112.05,Pr,   112.05(BP est)    -69.08(MP est)      ----(BP exp)      ----(MP exp)  FCPC(Br)=C ,-69.08,Pred,N
C3H5BrFP,PC(F)C(Br)=C,11,6,8963,170.949,(2-bromo-1-fluoroallyl)phosphane,N,PC(F)C(Br)=C,"InChI=1S/C3H5BrFP/c1-2(4)3(5)6/h3H,1,6H2",InChIKey=WKADBXIBDLOXDE-UHFFFAOYSA-N,118.07,Pr,   118.07(BP est)    -66.64(MP est)      ----(BP exp)      ----(MP exp)  PC(F)C(Br)=C ,-66.64,Pred,N
C3H5BrFP,CPC(F)=CBr,11,6,8964,170.949,(2-bromo-1-fluorovinyl)(methyl)phosphane,N,CPC(F)=CBr,"InChI=1S/C3H5BrFP/c1-6-3(5)2-4/h2,6H,1H3",InChIKey=ZXIOJFSHGRBISP-UHFFFAOYSA-N,121.01,Pr,   121.01(BP est)    -68.12(MP est)      ----(BP exp)      ----(MP exp)  CPC(F)=CBr ,-68.12,Pred,N
C3H5BrFP,CPC=C(Br)F,11,6,8965,170.949,(2-bromo-2-fluorovinyl)(methyl)phosphane,N,CPC=C(Br)F,"InChI=1S/C3H5BrFP/c1-6-2-3(4)5/h2,6H,1H3",InChIKey=WJTDWJKYEIWOPM-UHFFFAOYSA-N,121.01,Pr,   121.01(BP est)    -68.12(MP est)      ----(BP exp)      ----(MP exp)  CPC=C(Br)F ,-68.12,Pred,N
C3H5BrFP,PCC(Br)=CF,11,6,8966,170.949,(2-bromo-3-fluoroallyl)phosphane,N,PCC(Br)=CF,"InChI=1S/C3H5BrFP/c4-3(1-5)2-6/h1H,2,6H2",InChIKey=YCPXFIPAXXIHNZ-UHFFFAOYSA-N,140.63,Pr,   140.63(BP est)    -54.21(MP est)      ----(BP exp)      ----(MP exp)  PCC(Br)=CF ,-54.21,Pred,N
C3H5BrFP,FCPC=CBr,11,6,8967,170.949,(2-bromovinyl)(fluoromethyl)phosphane,N,FCPC=CBr,"InChI=1S/C3H5BrFP/c4-1-2-6-3-5/h1-2,6H,3H2",InChIKey=IVRONIQJRQXZBD-UHFFFAOYSA-N,127.31,Pr,   127.31(BP est)    -59.30(MP est)      ----(BP exp)      ----(MP exp)  FCPC=CBr ,-59.3,Pred,N
C3H5BrFP,PC(F)C=CBr,11,6,8968,170.949,(3-bromo-1-fluoroallyl)phosphane,N,PC(F)C=CBr,"InChI=1S/C3H5BrFP/c4-2-1-3(5)6/h1-3H,6H2",InChIKey=GGOTYSGTOXXQTK-UHFFFAOYSA-N,133.17,Pr,   133.17(BP est)    -56.91(MP est)      ----(BP exp)      ----(MP exp)  PC(F)C=CBr ,-56.91,Pred,N
C3H5BrFP,PCC(F)=CBr,11,6,8969,170.949,(3-bromo-2-fluoroallyl)phosphane,N,PCC(F)=CBr,"InChI=1S/C3H5BrFP/c4-1-3(5)2-6/h1H,2,6H2",InChIKey=NMAJMHFVWOGQSY-UHFFFAOYSA-N,140.63,Pr,   140.63(BP est)    -54.21(MP est)      ----(BP exp)      ----(MP exp)  PCC(F)=CBr ,-54.21,Pred,N
C3H5BrFP,PCC=C(Br)F,11,6,8970,170.949,(3-bromo-3-fluoroallyl)phosphane,N,PCC=C(Br)F,"InChI=1S/C3H5BrFP/c4-3(5)1-2-6/h1H,2,6H2",InChIKey=YNBWHKKXQZTGOO-UHFFFAOYSA-N,140.63,Pr,   140.63(BP est)    -54.21(MP est)      ----(BP exp)      ----(MP exp)  PCC=C(Br)F ,-54.21,Pred,N
C3H5BrFP,BrC(PC=C)F,11,6,8971,170.949,(bromofluoromethyl)(vinyl)phosphane,N,BrC(PC=C)F,"InChI=1S/C3H5BrFP/c1-2-6-3(4)5/h2-3,6H,1H2",InChIKey=HVKAVAAOLUKIIR-UHFFFAOYSA-N,104.23,Pr,   104.23(BP est)    -71.88(MP est)      ----(BP exp)      ----(MP exp)  BrC(PC=C)F ,-71.88,Pred,N
C3H5BrFP,BrCPC(F)=C,11,6,8972,170.949,(bromomethyl)(1-fluorovinyl)phosphane,N,BrCPC(F)=C,"InChI=1S/C3H5BrFP/c1-3(5)6-2-4/h6H,1-2H2",InChIKey=WMNRHAWUQOBIJD-UHFFFAOYSA-N,112.05,Pr,   112.05(BP est)    -69.08(MP est)      ----(BP exp)      ----(MP exp)  BrCPC(F)=C ,-69.08,Pred,N
C3H5BrFP,BrCPC=CF,11,6,8973,170.949,(bromomethyl)(2-fluorovinyl)phosphane,N,BrCPC=CF,"InChI=1S/C3H5BrFP/c4-3-6-2-1-5/h1-2,6H,3H2",InChIKey=IVJBUUGMFBZIHK-UHFFFAOYSA-N,127.31,Pr,   127.31(BP est)    -59.30(MP est)      ----(BP exp)      ----(MP exp)  BrCPC=CF ,-59.3,Pred,N
C3H5BrFP,BrC(P1CC1)F,11,6,8974,170.949,1-(bromofluoromethyl)phosphirane,N,BrC(P1CC1)F,"InChI=1S/C3H5BrFP/c4-3(5)6-1-2-6/h3H,1-2H2",InChIKey=PXMFRMDSBBOOAK-UHFFFAOYSA-N,115.65,Pr,   115.65(BP est)    -55.50(MP est)      ----(BP exp)      ----(MP exp)  BrC(P1CC1)F ,-55.5,Pred,N
C3H5BrFP,BrCP1C(F)C1,11,6,8975,170.949,1-(bromomethyl)-2-fluorophosphirane,N,BrCP1C(F)C1,"InChI=1S/C3H5BrFP/c4-2-6-1-3(6)5/h3H,1-2H2",InChIKey=PZDSSMZJCMGSNY-UHFFFAOYSA-N,122.94,Pr,   122.94(BP est)    -47.99(MP est)      ----(BP exp)      ----(MP exp)  BrCP1C(F)C1 ,-47.99,Pred,N
C3H5BrFP,FCP1C(Br)C1,11,6,8976,170.949,2-bromo-1-(fluoromethyl)phosphirane,N,FCP1C(Br)C1,"InChI=1S/C3H5BrFP/c4-3-1-6(3)2-5/h3H,1-2H2",InChIKey=MRJXAFMCBXTCAH-UHFFFAOYSA-N,122.94,Pr,   122.94(BP est)    -47.99(MP est)      ----(BP exp)      ----(MP exp)  FCP1C(Br)C1 ,-47.99,Pred,N
C3H5BrFP,CP1C(F)(Br)C1,11,6,8977,170.949,2-bromo-2-fluoro-1-methylphosphirane,N,CP1C(F)(Br)C1,"InChI=1S/C3H5BrFP/c1-6-2-3(6,4)5/h2H2,1H3",InChIKey=VMTGBFJSMUEESW-UHFFFAOYSA-N,110.6,Pr,   110.60(BP est)    -39.65(MP est)      ----(BP exp)      ----(MP exp)  CP1C(F)(Br)C1 ,-39.65,Pred,N
C3H5BrFP,BrC1(F)CCP1,11,6,8978,170.949,2-bromo-2-fluorophosphetane,N,BrC1(F)CCP1,"InChI=1S/C3H5BrFP/c4-3(5)1-2-6-3/h6H,1-2H2",InChIKey=BXMMOTDCGDLXON-UHFFFAOYSA-N,111.82,Pr,   111.82(BP est)    -40.37(MP est)      ----(BP exp)      ----(MP exp)  BrC1(F)CCP1 ,-40.37,Pred,N
C3H5BrFP,CP1C(F)C1Br,11,6,8979,170.949,2-bromo-3-fluoro-1-methylphosphirane,N,CP1C(F)C1Br,"InChI=1S/C3H5BrFP/c1-6-2(4)3(6)5/h2-3H,1H3",InChIKey=HALLDZDUSAXHJS-UHFFFAOYSA-N,116.19,Pr,   116.19(BP est)    -52.08(MP est)      ----(BP exp)      ----(MP exp)  CP1C(F)C1Br ,-52.08,Pred,N
C3H5BrFP,BrC1C(F)CP1,11,6,8980,170.949,2-bromo-3-fluorophosphetane,N,BrC1C(F)CP1,"InChI=1S/C3H5BrFP/c4-3-2(5)1-6-3/h2-3,6H,1H2",InChIKey=DAYZXFVSCMLOCI-UHFFFAOYSA-N,117.4,Pr,   117.40(BP est)    -52.81(MP est)      ----(BP exp)      ----(MP exp)  BrC1C(F)CP1 ,-52.81,Pred,N
C3H5BrFP,BrC1CC(F)P1,11,6,8981,170.949,2-bromo-4-fluorophosphetane,N,BrC1CC(F)P1,"InChI=1S/C3H5BrFP/c4-2-1-3(5)6-2/h2-3,6H,1H2",InChIKey=HKTAKGREXVMOIB-UHFFFAOYSA-N,117.4,Pr,   117.40(BP est)    -52.81(MP est)      ----(BP exp)      ----(MP exp)  BrC1CC(F)P1 ,-52.81,Pred,N
C3H5BrFP,FC1C(Br)CP1,11,6,8982,170.949,3-bromo-2-fluorophosphetane,N,FC1C(Br)CP1,"InChI=1S/C3H5BrFP/c4-2-1-6-3(2)5/h2-3,6H,1H2",InChIKey=CQWHREYEZHDNRF-UHFFFAOYSA-N,117.4,Pr,   117.40(BP est)    -52.81(MP est)      ----(BP exp)      ----(MP exp)  FC1C(Br)CP1 ,-52.81,Pred,N
C3H5BrFP,BrC1(F)CPC1,11,6,8983,170.949,3-bromo-3-fluorophosphetane,N,BrC1(F)CPC1,"InChI=1S/C3H5BrFP/c4-3(5)1-6-2-3/h6H,1-2H2",InChIKey=UTIDRXIXUVZZLT-UHFFFAOYSA-N,111.82,Pr,   111.82(BP est)    -40.37(MP est)      ----(BP exp)      ----(MP exp)  BrC1(F)CPC1 ,-40.37,Pred,N
C3H8BrOP,BrC(POC)C,14,6,8985,170.974,(1-bromoethyl)(methoxy)phosphane,N,BrC(POC)C,"InChI=1S/C3H8BrOP/c1-3(4)6-5-2/h3,6H,1-2H3",InChIKey=BPOOHTRNLAVPBA-UHFFFAOYSA-N,128,Pr,   128.00(BP est)    -53.24(MP est)      ----(BP exp)      ----(MP exp)  BrC(POC)C ,-53.24,Pred,N
C3H8BrOP,O=P(C)C(Br)C,14,6,8986,170.974,(1-bromoethyl)(methyl)phosphine oxide,N,O=P(C)C(Br)C,"InChI=1S/C3H8BrOP/c1-3(4)6(2)5/h3,6H,1-2H3",InChIKey=FMQHVRPURZQXIQ-UHFFFAOYSA-N,166.02,Pr,   166.02(BP est)    -35.76(MP est)      ----(BP exp)      ----(MP exp)  O=P(C)C(Br)C ,-35.76,Pred,N
C3H8BrOP,BrCCPOC,14,6,8989,170.974,(2-bromoethyl)(methoxy)phosphane,N,BrCCPOC,"InChI=1S/C3H8BrOP/c1-5-6-3-2-4/h6H,2-3H2,1H3",InChIKey=JXMACSXOPKQTFP-UHFFFAOYSA-N,141.67,Pr,   141.67(BP est)    -41.75(MP est)      ----(BP exp)      ----(MP exp)  BrCCPOC ,-41.75,Pred,N
C3H8BrOP,O=P(C)CCBr,14,6,8990,170.974,(2-bromoethyl)(methyl)phosphine oxide,N,O=P(C)CCBr,"InChI=1S/C3H8BrOP/c1-6(5)3-2-4/h6H,2-3H2,1H3",InChIKey=WAQLAOPRQVCJMM-UHFFFAOYSA-N,178.76,Pr,   178.76(BP est)    -24.54(MP est)      ----(BP exp)      ----(MP exp)  O=P(C)CCBr ,-24.54,Pred,N
C3H8BrOP,O=P(CBr)CC,14,6,8994,170.974,(bromomethyl)(ethyl)phosphine oxide,N,O=P(CBr)CC,"InChI=1S/C3H8BrOP/c1-2-6(5)3-4/h6H,2-3H2,1H3",InChIKey=JFKGISRFJOIMNO-UHFFFAOYSA-N,178.76,Pr,   178.76(BP est)    -24.54(MP est)      ----(BP exp)      ----(MP exp)  O=P(CBr)CC ,-24.54,Pred,N
C3H8BrOP,CP(CBr)OC,14,6,8995,170.974,(bromomethyl)(methoxy)(methyl)phosphane,N,CP(CBr)OC,"InChI=1S/C3H8BrOP/c1-5-6(2)3-4/h3H2,1-2H3",InChIKey=LNHQZKWFJGSXKL-UHFFFAOYSA-N,142.57,Pr,   142.57(BP est)    -42.17(MP est)      ----(BP exp)      ----(MP exp)  CP(CBr)OC ,-42.17,Pred,N
C3H8BrOP,O=P(CBr)(C)C,14,6,8996,170.974,(bromomethyl)dimethylphosphine oxide,N,O=P(CBr)(C)C,"InChI=1S/C3H8BrOP/c1-6(2,5)3-4/h3H2,1-2H3",InChIKey=LRKANDQWBAVWMW-UHFFFAOYSA-N,176.83,Pr,   176.83(BP est)    -33.29(MP est)      ----(BP exp)      ----(MP exp)  O=P(CBr)(C)C ,-33.29,Pred,N
C2H3BrFOP,O=PC(C)(Br)F,9,6,9142,172.921,(1-bromo-1-fluoroethyl)(oxo)phosphane,N,O=PC(C)(Br)F,"InChI=1S/C2H3BrFOP/c1-2(3,4)6-5/h1H3",InChIKey=MJCSWDFYINBDPW-UHFFFAOYSA-N,139.56,Pr,   139.56(BP est)    -31.93(MP est)      ----(BP exp)      ----(MP exp)  O=PC(C)(Br)F ,-31.93,Pred,N
C2H3BrFOP,O=PC(Br)CF,9,6,9143,172.921,(1-bromo-2-fluoroethyl)(oxo)phosphane,N,O=PC(Br)CF,"InChI=1S/C2H3BrFOP/c3-2(1-4)6-5/h2H,1H2",InChIKey=MTNMCWVAHXWLHW-UHFFFAOYSA-N,148.4,Pr,   148.40(BP est)    -38.05(MP est)      ----(BP exp)      ----(MP exp)  O=PC(Br)CF ,-38.05,Pred,N
C2H3BrFOP,O=PC(F)CBr,9,6,9145,172.921,(2-bromo-1-fluoroethyl)(oxo)phosphane,N,O=PC(F)CBr,"InChI=1S/C2H3BrFOP/c3-1-2(4)6-5/h2H,1H2",InChIKey=XKGUMXDXEUOODK-UHFFFAOYSA-N,148.4,Pr,   148.40(BP est)    -38.05(MP est)      ----(BP exp)      ----(MP exp)  O=PC(F)CBr ,-38.05,Pred,N
C2H3BrFOP,O=PCC(Br)F,9,6,9147,172.921,(2-bromo-2-fluoroethyl)(oxo)phosphane,N,O=PCC(Br)F,"InChI=1S/C2H3BrFOP/c3-2(4)1-6-5/h2H,1H2",InChIKey=PCYDYTSSGMDQRJ-UHFFFAOYSA-N,148.4,Pr,   148.40(BP est)    -38.05(MP est)      ----(BP exp)      ----(MP exp)  O=PCC(Br)F ,-38.05,Pred,N
C2H3BrFOP,O=P1C(F)(Br)C1,9,6,9150,172.921,2-bromo-2-fluorophosphirane 1-oxide,N,O=P1C(F)(Br)C1,"InChI=1S/C2H3BrFOP/c3-2(4)1-6(2)5/h6H,1H2",InChIKey=ITNZANCYVVWCRN-UHFFFAOYSA-N,149.75,Pr,   149.75(BP est)    -15.67(MP est)      ----(BP exp)      ----(MP exp)  O=P1C(F)(Br)C1 ,-15.67,Pred,N
C2H3BrFOP,O=P1C(F)C1Br,9,6,9152,172.921,2-bromo-3-fluorophosphirane 1-oxide,N,O=P1C(F)C1Br,"InChI=1S/C2H3BrFOP/c3-1-2(4)6(1)5/h1-2,6H",InChIKey=ICIHWGNRWUOQBD-UHFFFAOYSA-N,154.98,Pr,   154.98(BP est)    -28.21(MP est)      ----(BP exp)      ----(MP exp)  O=P1C(F)C1Br ,-28.21,Pred,N
C2H6BrO2P,O=P(C(Br)C)O,12,6,9153,172.946,(1-bromoethyl)phosphinic acid,N,O=P(C(Br)C)O,"InChI=1S/C2H6BrO2P/c1-2(3)6(4)5/h2,6H,1H3,(H,4,5)",InChIKey=CTYINTKYFVMGFJ-UHFFFAOYSA-N,235.02,Pr,   235.02(BP est)      9.16(MP est)      ----(BP exp)      ----(MP exp)  O=P(C(Br)C)O ,9.16,Pred,N
C2H6BrO2P,O=P(CCBr)O,12,6,9154,172.946,(2-bromoethyl)phosphinic acid,N,O=P(CCBr)O,"InChI=1S/C2H6BrO2P/c3-1-2-6(4)5/h6H,1-2H2,(H,4,5)",InChIKey=KNDCZSYIQYBMKU-UHFFFAOYSA-N,245.86,Pr,   245.86(BP est)     19.83(MP est)      ----(BP exp)      ----(MP exp)  O=P(CCBr)O ,19.83,Pred,N
