Formula,SMILES,Tot_atoms,Tot_nH_atoms,Dataset_no,Molecular_weight,IUPAC_chemname,Metalloid,EPISUITE,InChI_Code,InChI_Key,Boiling_Point,BP_basis,EPIsuite_output,MP,Basis,Life
C4H8BrP,BrCC(P)C=C,14,6,8611,166.986,(1-bromobut-3-en-2-yl)phosphane,N,BrCC(P)C=C,"InChI=1S/C4H8BrP/c1-2-4(6)3-5/h2,4H,1,3,6H2",InChIKey=JDKVFGMXAICHPE-UHFFFAOYSA-N,144.86,Pr,   144.86(BP est)    -46.49(MP est)      ----(BP exp)      ----(MP exp)  BrCC(P)C=C ,-46.49,Pred,N
C4H8BrP,BrC1(P)CCC1,14,6,8612,166.986,(1-bromocyclobutyl)phosphane,N,BrC1(P)CCC1,"InChI=1S/C4H8BrP/c5-4(6)2-1-3-4/h1-3,6H2",InChIKey=JFSOTNHBXZZFJB-UHFFFAOYSA-N,153.96,Pr,   153.96(BP est)    -16.30(MP est)      ----(BP exp)      ----(MP exp)  BrC1(P)CCC1 ,-16.3,Pred,N
C4H8BrP,CPC1(CC1)Br,14,6,8613,166.986,(1-bromocyclopropyl)(methyl)phosphane,N,CPC1(CC1)Br,"InChI=1S/C4H8BrP/c1-6-4(5)2-3-4/h6H,2-3H2,1H3",InChIKey=ONLHXFYQJYUTJL-UHFFFAOYSA-N,132.72,Pr,   132.72(BP est)    -28.92(MP est)      ----(BP exp)      ----(MP exp)  CPC1(CC1)Br ,-28.92,Pred,N
C4H8BrP,BrC(PC=C)C,14,6,8614,166.986,(1-bromoethyl)(vinyl)phosphane,N,BrC(PC=C)C,"InChI=1S/C4H8BrP/c1-3-6-4(2)5/h3-4,6H,1H2,2H3",InChIKey=DXJSMGJNZMFTEK-UHFFFAOYSA-N,125.39,Pr,   125.39(BP est)    -60.36(MP est)      ----(BP exp)      ----(MP exp)  BrC(PC=C)C ,-60.36,Pred,N
C4H8BrP,CCPC(Br)=C,14,6,8615,166.986,(1-bromovinyl)(ethyl)phosphane,N,CCPC(Br)=C,"InChI=1S/C4H8BrP/c1-3-6-4(2)5/h6H,2-3H2,1H3",InChIKey=OPUBCTGOMRSWJW-UHFFFAOYSA-N,132.95,Pr,   132.95(BP est)    -57.64(MP est)      ----(BP exp)      ----(MP exp)  CCPC(Br)=C ,-57.64,Pred,N
C4H8BrP,CP(C)C(Br)=C,14,6,8616,166.986,(1-bromovinyl)dimethylphosphane,N,CP(C)C(Br)=C,"InChI=1S/C4H8BrP/c1-4(5)6(2)3/h1H2,2-3H3",InChIKey=KHOUXFTUHBYXJE-UHFFFAOYSA-N,133.86,Pr,   133.86(BP est)    -58.06(MP est)      ----(BP exp)      ----(MP exp)  CP(C)C(Br)=C ,-58.06,Pred,N
C4H8BrP,CC1(P)CC1Br,14,6,8617,166.986,(2-bromo-1-methylcyclopropyl)phosphane,N,CC1(P)CC1Br,"InChI=1S/C4H8BrP/c1-4(6)2-3(4)5/h3H,2,6H2,1H3",InChIKey=MNONYMJJJGIVGK-UHFFFAOYSA-N,145.53,Pr,   145.53(BP est)    -19.12(MP est)      ----(BP exp)      ----(MP exp)  CC1(P)CC1Br ,-19.12,Pred,N
C4H8BrP,CPCC(Br)=C,14,6,8618,166.986,(2-bromoallyl)(methyl)phosphane,N,CPCC(Br)=C,"InChI=1S/C4H8BrP/c1-4(5)3-6-2/h6H,1,3H2,2H3",InChIKey=OLHZHRSNSDTFIR-UHFFFAOYSA-N,132.95,Pr,   132.95(BP est)    -57.64(MP est)      ----(BP exp)      ----(MP exp)  CPCC(Br)=C ,-57.64,Pred,N
C4H8BrP,BrC(C=C)CP,14,6,8619,166.986,(2-bromobut-3-en-1-yl)phosphane,N,BrC(C=C)CP,"InChI=1S/C4H8BrP/c1-2-4(5)3-6/h2,4H,1,3,6H2",InChIKey=NVWJYUVXZPCFHH-UHFFFAOYSA-N,144.86,Pr,   144.86(BP est)    -46.49(MP est)      ----(BP exp)      ----(MP exp)  BrC(C=C)CP ,-46.49,Pred,N
C4H8BrP,BrC(C=C)(P)C,14,6,8620,166.986,(2-bromobut-3-en-2-yl)phosphane,N,BrC(C=C)(P)C,"InChI=1S/C4H8BrP/c1-3-4(2,5)6/h3H,1,6H2,2H3",InChIKey=QMGWBVLQPCPOGX-UHFFFAOYSA-N,135.96,Pr,   135.96(BP est)    -40.38(MP est)      ----(BP exp)      ----(MP exp)  BrC(C=C)(P)C ,-40.38,Pred,N
C4H8BrP,BrC1C(P)CC1,14,6,8621,166.986,(2-bromocyclobutyl)phosphane,N,BrC1C(P)CC1,"InChI=1S/C4H8BrP/c5-3-1-2-4(3)6/h3-4H,1-2,6H2",InChIKey=VYAUOMGZTMMBPZ-UHFFFAOYSA-N,159.14,Pr,   159.14(BP est)    -28.86(MP est)      ----(BP exp)      ----(MP exp)  BrC1C(P)CC1 ,-28.86,Pred,N
C4H8BrP,CPC1CC1Br,14,6,8622,166.986,(2-bromocyclopropyl)(methyl)phosphane,N,CPC1CC1Br,"InChI=1S/C4H8BrP/c1-6-4-2-3(4)5/h3-4,6H,2H2,1H3",InChIKey=ZUIRVJUDDZZUFP-UHFFFAOYSA-N,138.11,Pr,   138.11(BP est)    -41.42(MP est)      ----(BP exp)      ----(MP exp)  CPC1CC1Br ,-41.42,Pred,N
C4H8BrP,BrCCPC=C,14,6,8623,166.986,(2-bromoethyl)(vinyl)phosphane,N,BrCCPC=C,"InChI=1S/C4H8BrP/c1-2-6-4-3-5/h2,6H,1,3-4H2",InChIKey=VWBOVSWDHIZVPH-UHFFFAOYSA-N,139.12,Pr,   139.12(BP est)    -48.85(MP est)      ----(BP exp)      ----(MP exp)  BrCCPC=C ,-48.85,Pred,N
C4H8BrP,CCPC=CBr,14,6,8624,166.986,(2-bromovinyl)(ethyl)phosphane,N,CCPC=CBr,"InChI=1S/C4H8BrP/c1-2-6-4-3-5/h3-4,6H,2H2,1H3",InChIKey=DUXRBZYWQFKSIM-UHFFFAOYSA-N,147.67,Pr,   147.67(BP est)    -48.02(MP est)      ----(BP exp)      ----(MP exp)  CCPC=CBr ,-48.02,Pred,N
C4H8BrP,CP(C)C=CBr,14,6,8625,166.986,(2-bromovinyl)dimethylphosphane,N,CP(C)C=CBr,"InChI=1S/C4H8BrP/c1-6(2)4-3-5/h3-4H,1-2H3",InChIKey=HIEYPKAFBDPTMV-UHFFFAOYSA-N,148.56,Pr,   148.56(BP est)    -48.44(MP est)      ----(BP exp)      ----(MP exp)  CP(C)C=CBr ,-48.44,Pred,N
C4H8BrP,CPCC=CBr,14,6,8626,166.986,(3-bromoallyl)(methyl)phosphane,N,CPCC=CBr,"InChI=1S/C4H8BrP/c1-6-4-2-3-5/h2-3,6H,4H2,1H3",InChIKey=RIMUFYZTYLUDCB-UHFFFAOYSA-N,147.67,Pr,   147.67(BP est)    -48.02(MP est)      ----(BP exp)      ----(MP exp)  CPCC=CBr ,-48.02,Pred,N
C4H8BrP,BrC(CCP)=C,14,6,8627,166.986,(3-bromobut-3-en-1-yl)phosphane,N,BrC(CCP)=C,"InChI=1S/C4H8BrP/c1-4(5)2-3-6/h1-3,6H2",InChIKey=VKKVEHIQCVYZOQ-UHFFFAOYSA-N,152.16,Pr,   152.16(BP est)    -43.84(MP est)      ----(BP exp)      ----(MP exp)  BrC(CCP)=C ,-43.84,Pred,N
C4H8BrP,CC(P)C(Br)=C,14,6,8628,166.986,(3-bromobut-3-en-2-yl)phosphane,N,CC(P)C(Br)=C,"InChI=1S/C4H8BrP/c1-3(5)4(2)6/h4H,1,6H2,2H3",InChIKey=SKZHFHMYRXFROQ-UHFFFAOYSA-N,138.75,Pr,   138.75(BP est)    -55.26(MP est)      ----(BP exp)      ----(MP exp)  CC(P)C(Br)=C ,-55.26,Pred,N
C4H8BrP,BrC1CC(P)C1,14,6,8629,166.986,(3-bromocyclobutyl)phosphane,N,BrC1CC(P)C1,"InChI=1S/C4H8BrP/c5-3-1-4(6)2-3/h3-4H,1-2,6H2",InChIKey=BLXZKNWMFDSMGC-UHFFFAOYSA-N,159.14,Pr,   159.14(BP est)    -28.86(MP est)      ----(BP exp)      ----(MP exp)  BrC1CC(P)C1 ,-28.86,Pred,N
C4H8BrP,CC(P)C=CBr,14,6,8630,166.986,(4-bromobut-3-en-2-yl)phosphane,N,CC(P)C=CBr,"InChI=1S/C4H8BrP/c1-4(6)2-3-5/h2-4H,6H2,1H3",InChIKey=OVZZCJQIYZKHCV-UHFFFAOYSA-N,153.32,Pr,   153.32(BP est)    -45.68(MP est)      ----(BP exp)      ----(MP exp)  CC(P)C=CBr ,-45.68,Pred,N
C4H8BrP,BrC(P)C1CC1,14,6,8631,166.986,(bromo(cyclopropyl)methyl)phosphane,N,BrC(P)C1CC1,"InChI=1S/C4H8BrP/c5-4(6)3-1-2-3/h3-4H,1-2,6H2",InChIKey=QWKOTTOAQKXXRV-UHFFFAOYSA-N,150.29,Pr,   150.29(BP est)    -35.06(MP est)      ----(BP exp)      ----(MP exp)  BrC(P)C1CC1 ,-35.06,Pred,N
C4H8BrP,BrCPC1CC1,14,6,8632,166.986,(bromomethyl)(cyclopropyl)phosphane,N,BrCPC1CC1,"InChI=1S/C4H8BrP/c5-3-6-4-1-2-4/h4,6H,1-3H2",InChIKey=OGWDHQMNPZGRCC-UHFFFAOYSA-N,144.61,Pr,   144.61(BP est)    -37.40(MP est)      ----(BP exp)      ----(MP exp)  BrCPC1CC1 ,-37.4,Pred,N
C4H8BrP,CP(CBr)C=C,14,6,8633,166.986,(bromomethyl)(methyl)(vinyl)phosphane,N,CP(CBr)C=C,"InChI=1S/C4H8BrP/c1-3-6(2)4-5/h3H,1,4H2,2H3",InChIKey=UQNRBCUYDMPOFW-UHFFFAOYSA-N,140.02,Pr,   140.02(BP est)    -49.28(MP est)      ----(BP exp)      ----(MP exp)  CP(CBr)C=C ,-49.28,Pred,N
C4H8BrP,BrC(P1CC1)C,14,6,8634,166.986,1-(1-bromoethyl)phosphirane,N,BrC(P1CC1)C,"InChI=1S/C4H8BrP/c1-4(5)6-2-3-6/h4H,2-3H2,1H3",InChIKey=HFTKVASGEIGGLO-UHFFFAOYSA-N,136.42,Pr,   136.42(BP est)    -44.10(MP est)      ----(BP exp)      ----(MP exp)  BrC(P1CC1)C ,-44.1,Pred,N
C4H8BrP,BrCCP1CC1,14,6,8635,166.986,1-(2-bromoethyl)phosphirane,N,BrCCP1CC1,InChI=1S/C4H8BrP/c5-1-2-6-3-4-6/h1-4H2,InChIKey=YCINPFLKAZKYJC-UHFFFAOYSA-N,149.89,Pr,   149.89(BP est)    -32.67(MP est)      ----(BP exp)      ----(MP exp)  BrCCP1CC1 ,-32.67,Pred,N
C4H8BrP,BrCP1CCC1,14,6,8636,166.986,1-(bromomethyl)phosphetane,N,BrCP1CCC1,InChI=1S/C4H8BrP/c5-4-6-2-1-3-6/h1-4H2,InChIKey=JKVACHGPSFHFSE-UHFFFAOYSA-N,151.91,Pr,   151.91(BP est)    -33.84(MP est)      ----(BP exp)      ----(MP exp)  BrCP1CCC1 ,-33.84,Pred,N
C4H8BrP,BrC1CP1CC,14,6,8637,166.986,2-bromo-1-ethylphosphirane,N,BrC1CP1CC,"InChI=1S/C4H8BrP/c1-2-6-3-4(6)5/h4H,2-3H2,1H3",InChIKey=POANDRGCOHOKFT-UHFFFAOYSA-N,143.46,Pr,   143.46(BP est)    -36.66(MP est)      ----(BP exp)      ----(MP exp)  BrC1CP1CC ,-36.66,Pred,N
C4H8BrP,CP1C(Br)CC1,14,6,8638,166.986,2-bromo-1-methylphosphetane,N,CP1C(Br)CC1,"InChI=1S/C4H8BrP/c1-6-3-2-4(6)5/h4H,2-3H2,1H3",InChIKey=IHYQLEMKPFVTRE-UHFFFAOYSA-N,145.5,Pr,   145.50(BP est)    -37.83(MP est)      ----(BP exp)      ----(MP exp)  CP1C(Br)CC1 ,-37.83,Pred,N
C4H8BrP,BrC1PCCC1,14,6,8639,166.986,2-bromophospholane,N,BrC1PCCC1,"InChI=1S/C4H8BrP/c5-4-2-1-3-6-4/h4,6H,1-3H2",InChIKey=GDFXXADUWIQOEA-UHFFFAOYSA-N,146.65,Pr,   146.65(BP est)    -38.57(MP est)      ----(BP exp)      ----(MP exp)  BrC1PCCC1 ,-38.57,Pred,N
C4H8BrP,CP1CC(Br)C1,14,6,8640,166.986,3-bromo-1-methylphosphetane,N,CP1CC(Br)C1,"InChI=1S/C4H8BrP/c1-6-2-4(5)3-6/h4H,2-3H2,1H3",InChIKey=PFFYIYVSIGFQNE-UHFFFAOYSA-N,145.5,Pr,   145.50(BP est)    -37.83(MP est)      ----(BP exp)      ----(MP exp)  CP1CC(Br)C1 ,-37.83,Pred,N
C4H8BrP,BrC1CCPC1,14,6,8641,166.986,3-bromophospholane,N,BrC1CCPC1,"InChI=1S/C4H8BrP/c5-4-1-2-6-3-4/h4,6H,1-3H2",InChIKey=QGSBYHAPRLQRQC-UHFFFAOYSA-N,146.65,Pr,   146.65(BP est)    -38.57(MP est)      ----(BP exp)      ----(MP exp)  BrC1CCPC1 ,-38.57,Pred,N
C4H8BrP,BrCPCC=C,14,6,8642,166.986,allyl(bromomethyl)phosphane,N,BrCPCC=C,"InChI=1S/C4H8BrP/c1-2-3-6-4-5/h2,6H,1,3-4H2",InChIKey=OPQWJVNDOFYUIE-UHFFFAOYSA-N,139.12,Pr,   139.12(BP est)    -48.85(MP est)      ----(BP exp)      ----(MP exp)  BrCPCC=C ,-48.85,Pred,N
C2H2BrO2P,O=P(C#CBr)O,8,6,8775,168.914,(bromoethynyl)phosphinic acid,N,O=P(C#CBr)O,"InChI=1S/C2H2BrO2P/c3-1-2-6(4)5/h6H,(H,4,5)",InChIKey=HWDXBDLFBIPFMS-UHFFFAOYSA-N,258.44,Pr,   258.44(BP est)     56.12(MP est)      ----(BP exp)      ----(MP exp)  O=P(C#CBr)O ,56.12,Pred,N
C3H3BrFP,PC(C#C)(Br)F,9,6,8776,168.933,(1-bromo-1-fluoroprop-2-yn-1-yl)phosphane,N,PC(C#C)(Br)F,"InChI=1S/C3H3BrFP/c1-2-3(4,5)6/h1H,6H2",InChIKey=TYXBXWNJOSKXCA-UHFFFAOYSA-N,125.08,Pr,   125.08(BP est)    -24.53(MP est)      ----(BP exp)      ----(MP exp)  PC(C#C)(Br)F ,-24.53,Pred,N
C3H3BrFP,PC(Br)C#CF,9,6,8777,168.933,(1-bromo-3-fluoroprop-2-yn-1-yl)phosphane,N,PC(Br)C#CF,"InChI=1S/C3H3BrFP/c4-3(6)1-2-5/h3H,6H2",InChIKey=PKGOIDVRJLZSMG-UHFFFAOYSA-N,142.56,Pr,   142.56(BP est)      1.42(MP est)      ----(BP exp)      ----(MP exp)  PC(Br)C#CF ,1.42,Pred,N
C3H3BrFP,PC(F)C#CBr,9,6,8778,168.933,(3-bromo-1-fluoroprop-2-yn-1-yl)phosphane,N,PC(F)C#CBr,"InChI=1S/C3H3BrFP/c4-2-1-3(5)6/h3H,6H2",InChIKey=JDRVEQPTLRYVLB-UHFFFAOYSA-N,142.56,Pr,   142.56(BP est)      1.42(MP est)      ----(BP exp)      ----(MP exp)  PC(F)C#CBr ,1.42,Pred,N
C3H3BrFP,FCPC#CBr,9,6,8779,168.933,(bromoethynyl)(fluoromethyl)phosphane,N,FCPC#CBr,"InChI=1S/C3H3BrFP/c4-1-2-6-3-5/h6H,3H2",InChIKey=ZNMVUZWDYYYLDO-UHFFFAOYSA-N,136.8,Pr,   136.80(BP est)     -0.94(MP est)      ----(BP exp)      ----(MP exp)  FCPC#CBr ,-0.94,Pred,N
C3H3BrFP,BrC(PC#C)F,9,6,8780,168.933,(bromofluoromethyl)(ethynyl)phosphane,N,BrC(PC#C)F,"InChI=1S/C3H3BrFP/c1-2-6-3(4)5/h1,3,6H",InChIKey=OLLDKYYTFMEQHX-UHFFFAOYSA-N,114.31,Pr,   114.31(BP est)    -44.57(MP est)      ----(BP exp)      ----(MP exp)  BrC(PC#C)F ,-44.57,Pred,N
C3H3BrFP,BrCPC#CF,9,6,8781,168.933,(bromomethyl)(fluoroethynyl)phosphane,N,BrCPC#CF,"InChI=1S/C3H3BrFP/c4-3-6-2-1-5/h6H,3H2",InChIKey=QVSHLOOHSHFCKV-UHFFFAOYSA-N,136.8,Pr,   136.80(BP est)     -0.94(MP est)      ----(BP exp)      ----(MP exp)  BrCPC#CF ,-0.94,Pred,N
C3H3BrFP,BrC1(F)C=CP1,9,6,8782,168.933,"2-bromo-2-fluoro-1,2-dihydrophosphete",N,BrC1(F)C=CP1,"InChI=1S/C3H3BrFP/c4-3(5)1-2-6-3/h1-2,6H",InChIKey=PFYGOTOJBVSDPI-UHFFFAOYSA-N,114.91,Pr,   114.91(BP est)    -39.08(MP est)      ----(BP exp)      ----(MP exp)  BrC1(F)C=CP1 ,-39.08,Pred,N
C3H3BrFP,BrC1C(F)=CP1,9,6,8783,168.933,"2-bromo-3-fluoro-1,2-dihydrophosphete",N,BrC1C(F)=CP1,"InChI=1S/C3H3BrFP/c4-3-2(5)1-6-3/h1,3,6H",InChIKey=SBQGULPYNQTLQI-UHFFFAOYSA-N,125.18,Pr,   125.18(BP est)    -41.77(MP est)      ----(BP exp)      ----(MP exp)  BrC1C(F)=CP1 ,-41.77,Pred,N
C3H3BrFP,BrC1C=C(F)P1,9,6,8784,168.933,"2-bromo-4-fluoro-1,2-dihydrophosphete",N,BrC1C=C(F)P1,"InChI=1S/C3H3BrFP/c4-2-1-3(5)6-2/h1-2,6H",InChIKey=IRXASWOJOTYWNJ-UHFFFAOYSA-N,125.18,Pr,   125.18(BP est)    -41.77(MP est)      ----(BP exp)      ----(MP exp)  BrC1C=C(F)P1 ,-41.77,Pred,N
C3H3BrFP,FC1C(Br)=CP1,9,6,8785,168.933,"3-bromo-2-fluoro-1,2-dihydrophosphete",N,FC1C(Br)=CP1,"InChI=1S/C3H3BrFP/c4-2-1-6-3(2)5/h1,3,6H",InChIKey=ZKBUFKJZLOXCST-UHFFFAOYSA-N,125.18,Pr,   125.18(BP est)    -41.77(MP est)      ----(BP exp)      ----(MP exp)  FC1C(Br)=CP1 ,-41.77,Pred,N
C3H3BrFP,FC1=C(CP1)Br,9,6,8786,168.933,"3-bromo-4-fluoro-1,2-dihydrophosphete",N,FC1=C(CP1)Br,"InChI=1S/C3H3BrFP/c4-2-1-6-3(2)5/h6H,1H2",InChIKey=PPUBTLZIWPHFNP-UHFFFAOYSA-N,129.87,Pr,   129.87(BP est)    -32.03(MP est)      ----(BP exp)      ----(MP exp)  FC1=C(CP1)Br ,-32.03,Pred,N
C3H3BrFP,FC1C=C(Br)P1,9,6,8787,168.933,"4-bromo-2-fluoro-1,2-dihydrophosphete",N,FC1C=C(Br)P1,"InChI=1S/C3H3BrFP/c4-2-1-3(5)6-2/h1,3,6H",InChIKey=NCGUNOUDPTXZFW-UHFFFAOYSA-N,125.18,Pr,   125.18(BP est)    -41.77(MP est)      ----(BP exp)      ----(MP exp)  FC1C=C(Br)P1 ,-41.77,Pred,N
C3H3BrFP,BrC1=C(CP1)F,9,6,8788,168.933,"4-bromo-3-fluoro-1,2-dihydrophosphete",N,BrC1=C(CP1)F,"InChI=1S/C3H3BrFP/c4-3-2(5)1-6-3/h6H,1H2",InChIKey=OUNPOWTUTZTYBS-UHFFFAOYSA-N,129.87,Pr,   129.87(BP est)    -32.03(MP est)      ----(BP exp)      ----(MP exp)  BrC1=C(CP1)F ,-32.03,Pred,N
C3H6BrOP,O=PC(Br)CC,12,6,8790,168.958,(1-bromopropyl)(oxo)phosphane,N,O=PC(Br)CC,"InChI=1S/C3H6BrOP/c1-2-3(4)6-5/h3H,2H2,1H3",InChIKey=PXJPSTWNPQOTCK-UHFFFAOYSA-N,168,Pr,   168.00(BP est)    -26.99(MP est)      ----(BP exp)      ----(MP exp)  O=PC(Br)CC ,-26.99,Pred,N
C3H6BrOP,BrC(POC)=C,12,6,8792,168.958,(1-bromovinyl)(methoxy)phosphane,N,BrC(POC)=C,"InChI=1S/C3H6BrOP/c1-3(4)6-5-2/h6H,1H2,2H3",InChIKey=RXWAXOZEXPRHGN-UHFFFAOYSA-N,133.83,Pr,   133.83(BP est)    -51.90(MP est)      ----(BP exp)      ----(MP exp)  BrC(POC)=C ,-51.9,Pred,N
C3H6BrOP,O=P(C)C(Br)=C,12,6,8793,168.958,(1-bromovinyl)(methyl)phosphine oxide,N,O=P(C)C(Br)=C,"InChI=1S/C3H6BrOP/c1-3(4)6(2)5/h6H,1H2,2H3",InChIKey=DGCGVVBMFGFMIB-UHFFFAOYSA-N,171.45,Pr,   171.45(BP est)    -34.53(MP est)      ----(BP exp)      ----(MP exp)  O=P(C)C(Br)=C ,-34.53,Pred,N
C3H6BrOP,O=PCC(Br)C,12,6,8795,168.958,(2-bromopropyl)(oxo)phosphane,N,O=PCC(Br)C,"InChI=1S/C3H6BrOP/c1-3(4)2-6-5/h3H,2H2,1H3",InChIKey=FACSGALMUXYOHA-UHFFFAOYSA-N,168,Pr,   168.00(BP est)    -26.99(MP est)      ----(BP exp)      ----(MP exp)  O=PCC(Br)C ,-26.99,Pred,N
C3H6BrOP,BrC=CPOC,12,6,8797,168.958,(2-bromovinyl)(methoxy)phosphane,N,BrC=CPOC,"InChI=1S/C3H6BrOP/c1-5-6-3-2-4/h2-3,6H,1H3",InChIKey=LWRHAXXOWPBWHU-UHFFFAOYSA-N,148.53,Pr,   148.53(BP est)    -42.29(MP est)      ----(BP exp)      ----(MP exp)  BrC=CPOC ,-42.29,Pred,N
C3H6BrOP,O=P(C)C=CBr,12,6,8798,168.958,(2-bromovinyl)(methyl)phosphine oxide,N,O=P(C)C=CBr,"InChI=1S/C3H6BrOP/c1-6(5)3-2-4/h2-3,6H,1H3",InChIKey=RAKQNQVKNPEEFF-UHFFFAOYSA-N,185.14,Pr,   185.14(BP est)    -25.21(MP est)      ----(BP exp)      ----(MP exp)  O=P(C)C=CBr ,-25.21,Pred,N
C3H6BrOP,O=PCCCBr,12,6,8800,168.958,(3-bromopropyl)(oxo)phosphane,N,O=PCCCBr,InChI=1S/C3H6BrOP/c4-2-1-3-6-5/h1-3H2,InChIKey=AKCXGPRFFALEOQ-UHFFFAOYSA-N,180.68,Pr,   180.68(BP est)    -15.79(MP est)      ----(BP exp)      ----(MP exp)  O=PCCCBr ,-15.79,Pred,N
C3H6BrOP,O=P(CBr)C=C,12,6,8802,168.958,(bromomethyl)(vinyl)phosphine oxide,N,O=P(CBr)C=C,"InChI=1S/C3H6BrOP/c1-2-6(5)3-4/h2,6H,1,3H2",InChIKey=RQERVJSQSZLIKX-UHFFFAOYSA-N,177.2,Pr,   177.20(BP est)    -25.87(MP est)      ----(BP exp)      ----(MP exp)  O=P(CBr)C=C ,-25.87,Pred,N
C3H6BrOP,O=P1(CBr)CC1,12,6,8803,168.958,1-(bromomethyl)phosphirane 1-oxide,N,O=P1(CBr)CC1,InChI=1S/C3H6BrOP/c4-3-6(5)1-2-6/h1-3H2,InChIKey=KSNHFEBWIHTMTR-UHFFFAOYSA-N,184.48,Pr,   184.48(BP est)    -18.20(MP est)      ----(BP exp)      ----(MP exp)  O=P1(CBr)CC1 ,-18.2,Pred,N
C3H6BrOP,BrC1CP1OC,12,6,8804,168.958,2-bromo-1-methoxyphosphirane,N,BrC1CP1OC,"InChI=1S/C3H6BrOP/c1-5-6-2-3(6)4/h3H,2H2,1H3",InChIKey=KTBPYNADXNJXHC-UHFFFAOYSA-N,144.32,Pr,   144.32(BP est)    -30.93(MP est)      ----(BP exp)      ----(MP exp)  BrC1CP1OC ,-30.93,Pred,N
C3H6BrOP,O=P1(C)C(Br)C1,12,6,8805,168.958,2-bromo-1-methylphosphirane 1-oxide,N,O=P1(C)C(Br)C1,"InChI=1S/C3H6BrOP/c1-6(5)2-3(6)4/h3H,2H2,1H3",InChIKey=NRBJPMPSTRKROO-UHFFFAOYSA-N,178.47,Pr,   178.47(BP est)    -22.08(MP est)      ----(BP exp)      ----(MP exp)  O=P1(C)C(Br)C1 ,-22.08,Pred,N
C3H6BrOP,O=P1C(Br)CC1,12,6,8807,168.958,2-bromophosphetane 1-oxide,N,O=P1C(Br)CC1,"InChI=1S/C3H6BrOP/c4-3-1-2-6(3)5/h3,6H,1-2H2",InChIKey=ZAYYLKNTSFHGJY-UHFFFAOYSA-N,182.29,Pr,   182.29(BP est)    -14.54(MP est)      ----(BP exp)      ----(MP exp)  O=P1C(Br)CC1 ,-14.54,Pred,N
C3H6BrOP,O=P1CC(Br)C1,12,6,8809,168.958,3-bromophosphetane 1-oxide,N,O=P1CC(Br)C1,"InChI=1S/C3H6BrOP/c4-3-1-6(5)2-3/h3,6H,1-2H2",InChIKey=OAQBBNQZVURCIU-UHFFFAOYSA-N,182.29,Pr,   182.29(BP est)    -14.54(MP est)      ----(BP exp)      ----(MP exp)  O=P1CC(Br)C1 ,-14.54,Pred,N
C4H10BrP,CC(CBr)(P)C,16,6,8811,169.002,(1-bromo-2-methylpropan-2-yl)phosphane,N,CC(CBr)(P)C,"InChI=1S/C4H10BrP/c1-4(2,6)3-5/h3,6H2,1-2H3",InChIKey=WTIWUSJQAUVXDC-UHFFFAOYSA-N,137.65,Pr,   137.65(BP est)    -39.01(MP est)      ----(BP exp)      ----(MP exp)  CC(CBr)(P)C ,-39.01,Pred,N
C4H10BrP,CC(C(P)Br)C,16,6,8812,169.002,(1-bromo-2-methylpropyl)phosphane,N,CC(C(P)Br)C,"InChI=1S/C4H10BrP/c1-3(2)4(5)6/h3-4H,6H2,1-2H3",InChIKey=FWCSHILIBNSEBF-UHFFFAOYSA-N,132.98,Pr,   132.98(BP est)    -56.58(MP est)      ----(BP exp)      ----(MP exp)  CC(C(P)Br)C ,-56.58,Pred,N
C4H10BrP,BrCC(P)CC,16,6,8813,169.002,(1-bromobutan-2-yl)phosphane,N,BrCC(P)CC,"InChI=1S/C4H10BrP/c1-2-4(6)3-5/h4H,2-3,6H2,1H3",InChIKey=BNDOWLGMVMZURK-UHFFFAOYSA-N,146.53,Pr,   146.53(BP est)    -45.13(MP est)      ----(BP exp)      ----(MP exp)  BrCC(P)CC ,-45.13,Pred,N
C4H10BrP,BrC(P)CCC,16,6,8814,169.002,(1-bromobutyl)phosphane,N,BrC(P)CCC,"InChI=1S/C4H10BrP/c1-2-3-4(5)6/h4H,2-3,6H2,1H3",InChIKey=GGJDKOUJECHTCI-UHFFFAOYSA-N,146.53,Pr,   146.53(BP est)    -45.13(MP est)      ----(BP exp)      ----(MP exp)  BrC(P)CCC ,-45.13,Pred,N
C4H10BrP,CCPC(C)Br,16,6,8815,169.002,(1-bromoethyl)(ethyl)phosphane,N,CCPC(C)Br,"InChI=1S/C4H10BrP/c1-3-6-4(2)5/h4,6H,3H2,1-2H3",InChIKey=PBDYRDNZXGOAIY-UHFFFAOYSA-N,127.11,Pr,   127.11(BP est)    -58.98(MP est)      ----(BP exp)      ----(MP exp)  CCPC(C)Br ,-58.98,Pred,N
C4H10BrP,CP(C(C)Br)C,16,6,8816,169.002,(1-bromoethyl)dimethylphosphane,N,CP(C(C)Br)C,"InChI=1S/C4H10BrP/c1-4(5)6(2)3/h4H,1-3H3",InChIKey=VRTNSVBSINPOSA-UHFFFAOYSA-N,128.03,Pr,   128.03(BP est)    -59.40(MP est)      ----(BP exp)      ----(MP exp)  CP(C(C)Br)C ,-59.4,Pred,N
